Education;JoiningYear;City;PaymentTier (1: HIGHEST 2: MID LEVEL 3:LOWEST);Salary;Age;Gender;ExperienceInCurrentField;LeaveOrNot
Bachelors;2013;Pune;3;525;27;Male;5;0
Bachelors;2016;New Delhi;3;355;24;Female;2;0
Bachelors;2012;Bangalore;3;332;25;Female;3;0
Bachelors;2012;Pune;3;372;28;Male;3;0
Bachelors;2018;Pune;3;477;25;Male;3;1
Bachelors;2014;Bangalore;3;414;27;Male;5;1
Bachelors;2016;Bangalore;3;549;27;Female;5;0
Masters;2015;Pune;2;604;24;Female;2;0
Masters;2014;Bangalore;3;366;24;Female;2;1
Bachelors;2013;Bangalore;3;458;25;Male;3;0
Masters;2017;New Delhi;3;594;24;Male;2;0
Bachelors;2015;Bangalore;3;425;25;Male;3;0
Bachelors;2017;Bangalore;3;400;24;Male;2;0
Bachelors;2017;New Delhi;2;571;28;Male;3;0
Bachelors;2016;Bangalore;3;503;28;Male;2;0
PHD;2014;New Delhi;3;423;24;Male;2;0
Masters;2017;New Delhi;2;642;26;Female;4;0
Masters;2018;New Delhi;3;318;25;Male;3;1
Bachelors;2014;Bangalore;3;584;28;Male;3;1
Bachelors;2014;Bangalore;3;451;25;Male;3;1
Bachelors;2018;New Delhi;3;333;28;Female;3;1
Masters;2017;New Delhi;2;780;25;Male;3;1
Masters;2013;New Delhi;3;319;28;Male;2;0
Bachelors;2014;Bangalore;3;499;26;Male;4;0
Masters;2017;New Delhi;2;541;25;Female;3;1
Masters;2013;New Delhi;3;355;25;Female;3;0
Bachelors;2016;Bangalore;3;367;25;Male;3;0
Bachelors;2018;Bangalore;3;445;24;Male;2;1
Masters;2017;New Delhi;2;673;26;Male;4;1
Bachelors;2013;Bangalore;3;339;24;Male;2;0
Bachelors;2013;Bangalore;3;323;28;Male;2;0
Masters;2015;Pune;3;516;28;Female;2;0
Bachelors;2015;Pune;2;727;27;Female;5;1
Masters;2014;Pune;2;562;27;Female;5;0
Bachelors;2017;New Delhi;2;647;27;Male;5;0
Bachelors;2012;Bangalore;3;555;26;Male;4;0
Masters;2015;Pune;1;706;27;Female;5;0
Bachelors;2013;Bangalore;1;873;28;Male;3;1
Bachelors;2012;Pune;2;760;26;Female;4;1
Bachelors;2013;Bangalore;3;377;27;Male;5;0
Masters;2017;New Delhi;2;676;25;Male;3;0
Bachelors;2017;Bangalore;3;401;27;Male;5;0
Bachelors;2012;Bangalore;3;429;24;Male;2;0
Bachelors;2017;New Delhi;3;312;26;Male;4;0
Bachelors;2014;Bangalore;3;582;28;Female;1;1
Bachelors;2015;Bangalore;3;470;25;Male;3;0
Bachelors;2015;Pune;2;506;28;Female;3;1
Bachelors;2017;Bangalore;3;518;24;Female;2;0
Bachelors;2016;Bangalore;3;497;27;Female;5;1
Bachelors;2012;Bangalore;3;312;25;Male;3;0
Masters;2018;Pune;3;336;25;Male;3;1
Bachelors;2015;Pune;3;362;26;Male;4;0
Bachelors;2014;Pune;3;499;26;Male;4;0
PHD;2017;New Delhi;3;542;27;Male;5;0
Bachelors;2012;Bangalore;3;341;26;Male;4;0
Bachelors;2016;Bangalore;3;508;26;Male;4;0
Bachelors;2017;New Delhi;3;373;28;Female;2;0
Bachelors;2014;Pune;3;337;25;Female;3;0
Bachelors;2013;Bangalore;3;347;28;Male;3;0
Bachelors;2017;Bangalore;3;447;25;Male;3;0
Bachelors;2018;Bangalore;3;470;27;Male;5;1
Bachelors;2017;Bangalore;3;445;26;Male;4;0
Bachelors;2017;Pune;2;602;25;Female;3;1
Bachelors;2017;Pune;2;576;26;Female;4;1
Bachelors;2015;Pune;3;480;28;Male;3;0
Masters;2017;Pune;2;594;26;Male;4;1
Masters;2015;New Delhi;3;474;28;Female;2;0
Bachelors;2012;New Delhi;2;527;25;Male;3;1
Bachelors;2016;Bangalore;3;492;25;Female;3;0
Masters;2017;New Delhi;2;586;26;Female;4;0
Bachelors;2014;Bangalore;3;441;25;Male;3;0
Bachelors;2014;Bangalore;3;538;25;Male;3;1
PHD;2018;Bangalore;3;343;26;Male;4;1
Bachelors;2016;Pune;3;363;26;Male;4;0
Bachelors;2014;Bangalore;3;540;27;Male;5;0
Bachelors;2012;Bangalore;3;538;25;Male;3;0
Masters;2012;Pune;2;800;26;Female;4;0
Masters;2016;New Delhi;3;365;27;Male;5;1
PHD;2017;Bangalore;3;464;28;Male;1;0
Bachelors;2014;Bangalore;3;546;27;Male;5;0
Bachelors;2018;Pune;3;531;26;Male;4;1
Bachelors;2018;Bangalore;1;721;27;Male;5;0
Bachelors;2016;Pune;3;590;24;Male;2;0
Bachelors;2012;Bangalore;3;461;25;Male;3;0
Bachelors;2017;Bangalore;3;316;27;Male;5;0
Bachelors;2016;Bangalore;3;413;28;Male;2;0
Bachelors;2017;New Delhi;2;774;27;Male;5;0
Bachelors;2013;Bangalore;3;503;25;Male;3;0
Bachelors;2013;Bangalore;3;335;28;Male;1;0
Bachelors;2018;Bangalore;3;475;28;Female;3;1
Bachelors;2016;Bangalore;3;581;27;Male;5;0
Masters;2015;Pune;2;514;28;Female;3;0
Masters;2015;New Delhi;3;482;24;Female;2;1
Bachelors;2017;New Delhi;3;303;24;Male;2;0
Bachelors;2015;Pune;2;550;24;Female;2;1
Masters;2013;Pune;3;401;28;Male;2;1
Bachelors;2017;Pune;3;466;27;Female;5;1
Bachelors;2014;Pune;3;489;26;Male;4;0
Bachelors;2016;Bangalore;3;526;26;Male;4;0
Bachelors;2014;Pune;1;759;26;Female;4;1
Bachelors;2015;Pune;3;425;28;Male;3;0
Bachelors;2012;Bangalore;3;358;26;Male;4;0
Bachelors;2017;New Delhi;2;759;26;Male;4;0
Masters;2017;New Delhi;2;653;26;Female;4;0
Bachelors;2016;Bangalore;3;306;26;Male;4;1
Bachelors;2013;Bangalore;3;356;26;Male;4;0
Bachelors;2014;Bangalore;3;536;28;Male;3;1
Bachelors;2014;New Delhi;3;540;28;Female;3;0
Bachelors;2014;Pune;3;521;25;Female;3;1
Bachelors;2016;Pune;3;543;28;Male;3;0
Masters;2017;Bangalore;3;472;27;Male;5;1
Bachelors;2015;Bangalore;3;366;25;Male;3;0
Bachelors;2014;Pune;3;355;27;Male;5;0
Bachelors;2012;Pune;3;569;28;Male;3;0
Masters;2017;Pune;3;306;26;Male;4;1
Bachelors;2013;Bangalore;3;552;25;Male;3;0
Bachelors;2015;Pune;2;748;28;Female;2;1
PHD;2013;Bangalore;1;728;26;Male;4;0
Masters;2012;Pune;3;413;27;Male;5;1
Bachelors;2016;Bangalore;1;781;28;Male;2;0
Bachelors;2017;Bangalore;3;418;27;Male;5;0
Bachelors;2017;Bangalore;3;524;25;Male;3;0
Masters;2017;New Delhi;2;625;24;Female;2;1
Bachelors;2015;Bangalore;1;781;25;Female;3;0
Bachelors;2018;Bangalore;3;321;27;Male;5;1
Bachelors;2014;Bangalore;3;561;26;Male;4;0
Bachelors;2018;Bangalore;3;468;26;Male;4;1
Bachelors;2015;Pune;2;776;24;Female;2;1
Bachelors;2018;Bangalore;3;515;27;Male;5;1
Bachelors;2016;Bangalore;3;478;27;Female;5;0
Masters;2016;New Delhi;3;429;25;Female;3;1
Masters;2018;New Delhi;3;581;26;Male;4;1
Bachelors;2018;Bangalore;3;403;24;Female;2;1
Bachelors;2017;New Delhi;2;522;28;Male;3;0
Bachelors;2015;Bangalore;3;338;27;Male;5;0
Bachelors;2017;Bangalore;3;510;26;Male;4;0
Bachelors;2016;Bangalore;3;355;25;Male;3;0
Bachelors;2013;Pune;3;540;25;Male;3;0
Bachelors;2015;Pune;3;503;25;Female;3;1
Bachelors;2014;Bangalore;3;557;28;Female;3;0
Bachelors;2015;Pune;3;429;24;Male;2;0
Bachelors;2016;Bangalore;3;452;26;Female;4;0
Bachelors;2018;Bangalore;1;740;25;Male;3;0
Masters;2017;Pune;2;766;28;Female;1;0
Bachelors;2014;Pune;2;589;25;Female;3;1
Bachelors;2017;Bangalore;3;484;25;Male;3;0
Bachelors;2016;Bangalore;3;359;28;Female;3;0
Bachelors;2014;Bangalore;3;520;28;Female;2;0
Masters;2017;New Delhi;2;798;28;Male;2;0
Bachelors;2017;New Delhi;2;626;24;Female;2;0
PHD;2013;New Delhi;2;636;25;Male;3;1
Bachelors;2017;Bangalore;3;537;24;Male;2;0
Bachelors;2017;Bangalore;3;327;26;Female;4;0
Bachelors;2015;Bangalore;1;769;25;Male;3;0
Bachelors;2016;Bangalore;3;300;26;Female;4;0
PHD;2014;New Delhi;3;446;28;Male;2;1
Masters;2018;New Delhi;3;453;27;Female;5;1
Bachelors;2016;New Delhi;3;448;27;Female;5;0
Masters;2017;New Delhi;2;783;25;Male;3;1
Bachelors;2017;Bangalore;3;485;26;Male;4;0
Bachelors;2016;New Delhi;3;323;27;Female;5;0
Bachelors;2017;Pune;2;748;25;Female;3;1
Bachelors;2018;Pune;3;331;28;Female;1;1
Bachelors;2014;Bangalore;3;422;25;Female;3;1
Bachelors;2018;Pune;3;515;28;Male;1;1
Bachelors;2017;Bangalore;1;780;26;Female;4;0
Bachelors;2013;Bangalore;3;417;24;Male;2;1
Bachelors;2012;New Delhi;3;316;26;Female;4;0
Bachelors;2012;Pune;3;563;25;Male;3;0
Masters;2013;New Delhi;2;566;24;Male;2;1
Bachelors;2018;Pune;3;372;26;Male;4;1
Bachelors;2016;New Delhi;3;451;28;Female;2;0
Bachelors;2016;Pune;3;437;26;Male;4;0
Masters;2014;New Delhi;3;340;24;Male;2;0
Bachelors;2013;Bangalore;3;326;26;Male;4;0
Bachelors;2014;Pune;2;619;26;Female;4;1
Bachelors;2014;Pune;3;508;25;Male;3;0
Bachelors;2013;Pune;3;380;27;Male;5;0
Bachelors;2018;Bangalore;3;588;27;Male;5;1
Bachelors;2015;Bangalore;3;526;25;Female;3;1
Bachelors;2016;Pune;3;597;26;Male;4;0
Bachelors;2015;Pune;2;508;27;Female;5;1
Bachelors;2017;Bangalore;3;595;26;Male;4;0
Masters;2017;Pune;2;757;26;Female;4;0
Bachelors;2017;New Delhi;3;445;27;Female;5;0
Masters;2017;Pune;1;715;24;Male;2;0
Masters;2017;New Delhi;2;629;26;Female;4;0
Bachelors;2015;Bangalore;3;463;27;Male;5;0
Bachelors;2015;Bangalore;3;526;26;Male;4;0
Masters;2017;Pune;2;647;24;Male;2;1
Bachelors;2017;Bangalore;3;434;26;Female;4;0
Bachelors;2014;Bangalore;3;408;26;Male;4;0
Bachelors;2015;Bangalore;3;485;28;Male;1;1
Masters;2017;New Delhi;2;618;24;Male;2;0
Bachelors;2013;Pune;2;703;25;Female;3;1
Masters;2013;Bangalore;3;549;27;Male;5;1
Bachelors;2017;Bangalore;3;339;27;Male;5;0
Bachelors;2015;New Delhi;2;513;28;Female;2;1
Bachelors;2014;Pune;2;576;24;Female;2;1
Bachelors;2016;Pune;2;514;27;Female;5;1
Bachelors;2017;Bangalore;3;545;27;Female;5;0
Bachelors;2016;Bangalore;3;318;26;Male;4;0
Bachelors;2015;Pune;2;752;27;Male;5;0
Bachelors;2015;Bangalore;3;423;26;Male;4;0
Bachelors;2018;Bangalore;3;578;27;Male;5;1
Bachelors;2016;Bangalore;3;303;24;Male;2;0
Bachelors;2014;Bangalore;3;557;24;Male;2;0
Bachelors;2013;New Delhi;2;626;24;Female;2;1
Bachelors;2012;Bangalore;3;373;26;Female;4;0
Bachelors;2015;Pune;2;527;28;Female;2;1
Bachelors;2018;Bangalore;3;464;26;Male;4;1
Bachelors;2016;Bangalore;3;471;24;Female;2;0
Masters;2017;Pune;3;410;24;Male;2;1
Masters;2016;Pune;3;488;24;Male;2;0
Bachelors;2013;Bangalore;3;305;28;Male;1;1
Bachelors;2015;Bangalore;1;702;28;Female;1;0
PHD;2018;Bangalore;3;386;24;Female;2;1
Bachelors;2016;Bangalore;3;376;26;Male;4;0
Bachelors;2013;Bangalore;3;367;27;Male;5;0
Bachelors;2013;Bangalore;3;600;25;Male;3;1
Masters;2016;New Delhi;3;358;24;Male;2;1
Bachelors;2017;New Delhi;1;883;25;Female;3;0
Bachelors;2013;Bangalore;3;378;28;Male;3;0
Bachelors;2018;Bangalore;3;532;28;Male;1;1
Bachelors;2017;Bangalore;3;350;24;Male;2;0
Masters;2014;New Delhi;3;311;24;Male;2;1
PHD;2012;New Delhi;3;463;24;Male;2;0
Bachelors;2017;Bangalore;3;443;25;Female;3;0
Masters;2014;New Delhi;3;554;27;Male;5;0
Bachelors;2015;Bangalore;3;402;27;Female;5;0
Bachelors;2014;Pune;3;421;25;Male;3;1
Bachelors;2012;Bangalore;3;486;28;Male;3;0
Bachelors;2012;Bangalore;3;495;25;Female;3;0
Bachelors;2015;Bangalore;3;392;24;Female;2;0
Bachelors;2013;Pune;3;576;27;Male;5;0
Bachelors;2013;Bangalore;3;328;26;Female;4;0
Bachelors;2012;Pune;2;549;26;Male;4;0
Masters;2017;Bangalore;3;307;28;Female;3;1
Bachelors;2015;Bangalore;3;491;25;Male;3;1
Bachelors;2012;Bangalore;3;317;28;Female;2;0
Bachelors;2017;Pune;2;683;26;Female;4;1
Bachelors;2012;Bangalore;3;547;27;Female;5;0
Masters;2016;New Delhi;3;575;28;Male;1;0
Bachelors;2015;Pune;2;508;28;Female;1;1
Masters;2017;Pune;3;488;24;Male;2;1
Bachelors;2015;Pune;2;506;25;Female;3;1
Bachelors;2014;Bangalore;3;525;24;Male;2;0
Bachelors;2016;Bangalore;3;389;28;Male;3;0
Bachelors;2016;New Delhi;3;333;25;Female;3;0
Masters;2015;New Delhi;3;449;26;Male;4;1
Masters;2015;New Delhi;3;585;28;Female;3;0
Bachelors;2013;New Delhi;1;730;24;Female;2;1
Bachelors;2014;Bangalore;3;439;24;Male;2;0
Bachelors;2018;Bangalore;3;528;26;Male;4;1
Bachelors;2013;Bangalore;3;437;26;Male;4;0
Bachelors;2015;New Delhi;3;333;25;Female;3;1
Bachelors;2017;New Delhi;3;339;28;Male;2;0
Bachelors;2016;Pune;1;812;25;Female;3;1
Masters;2013;New Delhi;3;566;25;Male;3;1
Bachelors;2017;Bangalore;3;436;24;Female;2;0
Masters;2013;New Delhi;3;370;25;Female;3;1
Bachelors;2013;Bangalore;1;788;28;Female;2;0
Masters;2014;Bangalore;3;591;27;Female;5;1
Bachelors;2013;Bangalore;3;446;26;Male;4;0
Bachelors;2016;Bangalore;3;488;25;Male;3;0
Bachelors;2015;Pune;2;758;26;Female;4;1
Bachelors;2017;New Delhi;3;366;25;Male;3;0
Bachelors;2013;Bangalore;3;351;26;Male;4;0
Bachelors;2013;Pune;2;778;27;Male;5;0
Bachelors;2015;Pune;2;726;25;Female;3;1
Bachelors;2016;Bangalore;3;581;25;Male;3;0
Bachelors;2017;Bangalore;3;485;25;Male;3;1
Bachelors;2016;Pune;3;463;28;Male;1;0
Bachelors;2018;Bangalore;3;428;24;Male;2;1
Masters;2015;Pune;3;509;28;Female;3;0
Bachelors;2017;Bangalore;3;448;26;Male;4;0
Masters;2017;Pune;2;663;26;Male;4;1
Bachelors;2017;New Delhi;2;778;27;Female;5;0
Bachelors;2013;Pune;2;523;26;Female;4;1
Bachelors;2012;Bangalore;3;429;24;Male;2;0
Bachelors;2013;New Delhi;3;403;28;Female;3;0
Masters;2015;Pune;2;605;24;Female;2;0
Bachelors;2016;Bangalore;3;442;25;Male;3;0
Masters;2017;New Delhi;2;732;25;Male;3;1
Bachelors;2016;Bangalore;3;316;26;Male;4;0
Bachelors;2013;Bangalore;3;420;24;Male;2;0
Bachelors;2012;Pune;2;603;25;Male;3;1
Bachelors;2014;Bangalore;3;536;24;Male;2;0
Bachelors;2017;Bangalore;3;405;27;Female;5;1
Bachelors;2017;New Delhi;3;451;27;Female;5;0
Bachelors;2013;Pune;3;530;27;Male;5;0
Bachelors;2015;Pune;2;619;24;Female;2;1
Bachelors;2017;Bangalore;3;393;24;Female;2;0
PHD;2015;New Delhi;3;436;28;Female;1;0
Bachelors;2017;Bangalore;3;317;27;Male;5;0
Masters;2017;New Delhi;2;543;28;Female;2;0
Bachelors;2017;New Delhi;2;677;25;Female;3;0
Bachelors;2014;Pune;2;620;25;Female;3;1
Bachelors;2016;New Delhi;3;578;28;Female;3;0
Bachelors;2015;Pune;2;773;27;Female;5;1
Masters;2017;Pune;2;614;25;Male;3;1
Masters;2017;Bangalore;2;535;25;Female;3;1
Bachelors;2017;Bangalore;3;384;24;Female;2;1
Bachelors;2013;Bangalore;3;502;26;Female;4;0
Bachelors;2018;Bangalore;3;444;24;Male;2;1
Bachelors;2016;New Delhi;3;552;28;Male;1;0
Masters;2017;New Delhi;2;728;24;Male;2;1
Bachelors;2017;Bangalore;3;448;25;Male;3;0
Bachelors;2017;Bangalore;3;355;25;Male;3;0
Bachelors;2017;Bangalore;3;451;24;Male;2;1
Masters;2014;New Delhi;3;455;25;Female;3;1
Bachelors;2012;Bangalore;3;338;27;Female;5;0
Bachelors;2012;New Delhi;3;356;27;Female;5;0
Bachelors;2017;Bangalore;3;459;28;Male;2;1
Bachelors;2012;Bangalore;3;427;28;Male;3;1
Bachelors;2012;Pune;3;518;28;Female;2;0
Bachelors;2018;Bangalore;3;486;24;Female;2;1
PHD;2016;New Delhi;3;430;24;Female;2;0
Masters;2017;New Delhi;2;779;27;Female;5;1
Masters;2013;New Delhi;2;741;27;Female;5;1
Bachelors;2015;Bangalore;3;402;26;Female;4;0
Masters;2015;New Delhi;3;429;28;Female;1;1
Bachelors;2014;Bangalore;3;572;27;Male;5;0
Bachelors;2013;New Delhi;3;405;25;Female;3;0
Bachelors;2015;Bangalore;3;453;26;Female;4;1
Bachelors;2012;Pune;3;526;24;Male;2;0
Bachelors;2012;Bangalore;3;370;26;Female;4;0
Masters;2015;Pune;2;685;25;Female;3;1
Bachelors;2013;New Delhi;3;364;24;Male;2;0
Masters;2017;New Delhi;2;538;27;Female;5;0
Masters;2017;Pune;2;529;26;Male;4;0
Bachelors;2014;Pune;3;570;27;Male;5;0
Bachelors;2018;Bangalore;3;599;25;Male;3;1
Bachelors;2014;Bangalore;3;527;25;Female;3;0
Bachelors;2013;Pune;2;565;27;Female;5;1
Bachelors;2015;Pune;3;401;26;Male;4;0
Bachelors;2017;Pune;2;504;24;Male;2;1
Masters;2017;New Delhi;2;594;26;Male;4;1
Bachelors;2013;Pune;2;596;25;Male;3;1
Masters;2017;New Delhi;2;629;25;Female;3;1
Bachelors;2013;Pune;3;549;26;Female;4;0
Bachelors;2014;Pune;3;304;28;Male;2;0
Bachelors;2016;New Delhi;3;462;27;Female;5;0
Bachelors;2017;New Delhi;2;728;28;Male;1;0
Masters;2014;New Delhi;3;569;27;Male;5;0
Bachelors;2014;New Delhi;3;544;28;Female;1;0
Bachelors;2015;Bangalore;3;343;27;Male;5;1
Bachelors;2015;Bangalore;3;454;24;Male;2;1
Bachelors;2018;Bangalore;3;456;24;Male;2;1
Bachelors;2013;Pune;3;591;26;Male;4;0
Bachelors;2012;Bangalore;3;472;28;Female;2;0
Masters;2017;Pune;2;513;26;Male;4;0
Masters;2017;New Delhi;2;792;25;Male;3;1
Bachelors;2016;New Delhi;3;339;27;Female;5;0
Bachelors;2012;Bangalore;3;366;26;Male;4;0
Bachelors;2015;Pune;3;328;25;Male;3;0
Bachelors;2012;New Delhi;3;504;26;Female;4;0
Masters;2014;Bangalore;3;484;27;Male;5;1
Masters;2017;New Delhi;2;691;26;Male;4;0
Masters;2012;New Delhi;3;361;26;Male;4;1
Bachelors;2015;Pune;2;508;26;Female;4;1
Masters;2014;New Delhi;3;421;25;Male;3;0
Bachelors;2015;Bangalore;3;349;28;Male;2;0
Masters;2012;Pune;3;555;27;Male;5;1
Bachelors;2017;Bangalore;2;530;27;Male;5;0
Bachelors;2016;Bangalore;3;362;24;Male;2;0
Bachelors;2017;Bangalore;3;464;27;Male;5;0
Bachelors;2014;Bangalore;3;462;26;Male;4;1
Bachelors;2017;Bangalore;3;366;24;Female;2;0
Bachelors;2017;Bangalore;3;581;28;Male;1;0
Bachelors;2014;Bangalore;3;338;26;Male;4;1
Bachelors;2018;Bangalore;3;582;28;Female;3;1
Bachelors;2014;New Delhi;3;385;24;Female;2;0
Bachelors;2017;Bangalore;1;811;27;Male;5;0
Bachelors;2015;New Delhi;3;361;24;Female;2;0
Bachelors;2017;Bangalore;3;544;27;Male;5;0
Bachelors;2017;Pune;3;476;28;Male;3;0
Bachelors;2014;Bangalore;3;317;25;Male;3;0
Bachelors;2017;Bangalore;3;444;25;Female;3;0
Bachelors;2018;Bangalore;3;366;25;Male;3;1
Bachelors;2013;Bangalore;3;592;28;Female;3;0
Bachelors;2017;New Delhi;3;387;27;Male;5;0
Bachelors;2013;Bangalore;3;566;27;Male;5;0
Masters;2017;New Delhi;2;664;26;Female;4;1
Bachelors;2014;Bangalore;3;462;24;Male;2;0
Bachelors;2017;Pune;3;465;27;Male;5;0
Bachelors;2012;Pune;3;454;27;Male;5;0
Bachelors;2017;Pune;3;333;24;Male;2;0
Bachelors;2014;Bangalore;3;584;25;Male;3;0
Bachelors;2014;Bangalore;3;577;28;Male;3;0
Bachelors;2018;Bangalore;3;387;26;Male;4;1
Masters;2017;Bangalore;3;494;28;Male;1;1
Bachelors;2018;Bangalore;3;338;27;Male;5;1
Bachelors;2017;Bangalore;3;543;28;Male;1;0
Bachelors;2016;Bangalore;3;313;25;Male;3;0
Bachelors;2013;Pune;3;340;24;Female;2;0
Bachelors;2018;New Delhi;3;511;25;Female;3;1
Bachelors;2014;Bangalore;3;479;24;Female;2;0
Bachelors;2012;Bangalore;3;532;26;Male;4;0
Masters;2013;New Delhi;1;755;24;Female;2;0
Masters;2013;New Delhi;1;738;24;Male;2;1
Bachelors;2014;Bangalore;3;326;26;Male;4;0
Bachelors;2017;Bangalore;3;499;27;Male;5;0
Bachelors;2017;New Delhi;2;664;25;Male;3;0
Bachelors;2015;Bangalore;3;529;28;Female;1;0
Bachelors;2014;Bangalore;3;397;24;Male;2;0
PHD;2018;New Delhi;3;556;24;Female;2;1
Bachelors;2015;Pune;3;459;28;Male;1;0
Bachelors;2015;Bangalore;3;306;26;Male;4;0
PHD;2015;Pune;2;729;28;Female;1;0
Bachelors;2018;Bangalore;3;588;25;Male;3;1
Bachelors;2016;Bangalore;3;393;26;Male;4;0
Bachelors;2015;Bangalore;3;578;27;Female;5;1
Bachelors;2017;Pune;3;414;24;Male;2;0
Bachelors;2014;Bangalore;3;559;27;Male;5;0
Masters;2012;New Delhi;3;395;28;Male;2;0
Bachelors;2012;Bangalore;3;466;28;Male;3;0
Bachelors;2012;Pune;2;673;27;Female;5;1
Bachelors;2012;New Delhi;2;538;27;Female;5;1
Masters;2012;Bangalore;3;306;27;Male;5;1
Bachelors;2018;Bangalore;3;566;25;Female;3;1
Masters;2018;Pune;3;596;27;Male;5;1
Masters;2017;New Delhi;2;693;28;Male;2;0
Bachelors;2013;Bangalore;3;453;27;Male;5;0
Masters;2017;Bangalore;2;685;28;Male;2;1
Bachelors;2017;Pune;3;392;27;Male;5;0
Bachelors;2017;Pune;3;568;28;Female;1;0
Bachelors;2016;Bangalore;3;442;28;Male;3;0
Bachelors;2014;New Delhi;3;571;26;Female;4;0
Bachelors;2018;Bangalore;3;414;25;Male;3;1
Bachelors;2017;New Delhi;3;425;26;Female;4;0
Bachelors;2015;Pune;2;584;26;Female;4;1
Bachelors;2017;New Delhi;3;587;26;Male;4;0
Bachelors;2012;Bangalore;3;418;25;Female;3;0
Bachelors;2017;Bangalore;3;535;25;Male;3;0
Bachelors;2013;Bangalore;3;379;28;Female;1;1
Bachelors;2013;Pune;3;586;24;Female;2;1
Bachelors;2014;Bangalore;3;553;25;Male;3;0
Masters;2017;New Delhi;3;392;25;Male;3;1
Bachelors;2015;Pune;2;595;27;Female;5;1
Masters;2017;Pune;2;639;28;Male;3;0
Masters;2017;New Delhi;3;562;26;Male;4;0
Masters;2017;Pune;2;754;24;Female;2;0
Masters;2015;Pune;1;850;26;Female;4;0
Masters;2013;Pune;3;526;26;Male;4;0
Bachelors;2015;Bangalore;3;529;26;Male;4;0
Bachelors;2017;Pune;3;452;24;Male;2;0
PHD;2016;Bangalore;3;443;27;Male;5;0
Bachelors;2018;Bangalore;3;321;24;Male;2;1
Bachelors;2014;Pune;3;384;25;Male;3;0
Bachelors;2012;Bangalore;3;508;26;Male;4;0
Bachelors;2017;Bangalore;3;339;28;Male;3;0
Bachelors;2014;Pune;3;419;25;Male;3;0
Masters;2018;New Delhi;3;455;25;Female;3;1
Bachelors;2013;Pune;2;754;25;Female;3;1
PHD;2013;New Delhi;3;572;26;Male;4;0
Bachelors;2015;New Delhi;3;356;28;Female;3;0
Bachelors;2017;Bangalore;3;426;24;Male;2;0
Masters;2018;New Delhi;1;737;26;Female;4;1
Bachelors;2013;Pune;2;646;24;Female;2;1
Bachelors;2018;Bangalore;3;336;24;Male;2;1
PHD;2016;Pune;1;810;25;Female;3;1
Bachelors;2014;Pune;3;372;26;Male;4;1
Masters;2015;Pune;1;841;27;Female;5;0
Bachelors;2013;Pune;3;474;28;Female;2;1
Bachelors;2016;Bangalore;1;865;27;Female;5;0
Bachelors;2014;New Delhi;3;529;24;Male;2;0
Bachelors;2016;Bangalore;3;302;26;Male;4;0
Bachelors;2015;Pune;3;362;25;Female;3;1
Bachelors;2013;Bangalore;3;572;24;Male;2;0
Bachelors;2015;Bangalore;3;575;25;Female;3;0
Bachelors;2015;Bangalore;3;450;26;Male;4;0
Bachelors;2016;Bangalore;3;323;26;Male;4;0
Bachelors;2013;Pune;3;463;26;Male;4;0
Masters;2016;Bangalore;3;527;26;Female;4;1
Bachelors;2018;Bangalore;3;463;27;Female;5;1
Bachelors;2017;Bangalore;3;516;24;Female;2;0
Bachelors;2014;New Delhi;3;585;24;Female;2;0
Bachelors;2013;Pune;3;395;26;Male;4;0
Bachelors;2014;Bangalore;3;595;26;Male;4;0
Bachelors;2014;Bangalore;3;549;24;Male;2;0
Bachelors;2012;Bangalore;3;505;26;Male;4;0
Bachelors;2014;Pune;2;776;26;Female;4;1
Bachelors;2016;New Delhi;3;352;28;Female;5;0
Bachelors;2015;Bangalore;3;311;28;Male;5;0
Bachelors;2012;Pune;2;588;26;Female;4;1
Bachelors;2013;New Delhi;3;427;26;Female;4;0
Bachelors;2013;Pune;3;300;24;Male;2;0
Masters;2017;New Delhi;3;374;28;Female;3;0
Bachelors;2012;New Delhi;3;420;27;Female;5;0
Bachelors;2017;Bangalore;3;569;25;Male;3;0
Bachelors;2012;New Delhi;3;465;24;Female;2;1
Masters;2015;Pune;1;763;24;Male;2;0
Masters;2013;New Delhi;3;532;27;Male;5;1
Bachelors;2017;New Delhi;3;528;24;Female;2;1
Bachelors;2014;Bangalore;3;314;28;Male;1;1
Bachelors;2015;Bangalore;3;578;28;Female;1;0
Masters;2013;New Delhi;3;461;27;Male;5;0
Bachelors;2014;Bangalore;3;316;26;Male;4;0
Bachelors;2017;Bangalore;3;448;25;Male;3;0
Masters;2015;New Delhi;3;474;24;Male;2;1
Bachelors;2014;Bangalore;3;549;25;Male;3;0
Bachelors;2014;Bangalore;3;427;25;Female;3;0
Bachelors;2017;Bangalore;1;835;24;Male;2;0
Bachelors;2014;New Delhi;3;405;27;Female;5;1
Bachelors;2013;Bangalore;3;448;27;Female;5;0
Bachelors;2012;Bangalore;3;480;28;Female;2;0
Bachelors;2015;Bangalore;3;526;27;Male;5;0
Bachelors;2012;Bangalore;3;539;26;Male;4;0
Bachelors;2013;Pune;1;785;27;Female;5;1
Bachelors;2014;New Delhi;3;594;27;Female;5;0
Bachelors;2014;Bangalore;3;552;28;Male;4;0
Bachelors;2014;Bangalore;3;571;27;Male;5;1
Bachelors;2014;Bangalore;3;441;28;Female;1;0
Masters;2018;New Delhi;3;316;25;Female;3;1
